text,prob,verdict
Project update Can you review the attached doc and approve?,0.02649040188816317,OK
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
Action Required: PayFastNG Congratulations Olu! You won a prize. Claim now: http://payfast-ng.verify-account.ng/956,0.9396535841707429,PHISH
"Payment issue on Bank of Naira Dear John, we detected unusual activity on your Bank of Naira account. Verify: http://naira-bank-ng.verify-account.ng/161",0.9412318121542472,PHISH
"Action Required: PayFastNG Emeka, important security notice for your PayFastNG — click http://naira-bank-ng.verify-account.ng/858 to resolve.",0.9456292774750121,PHISH
Payment issue on AzumiPay Your AzumiPay payment failed. Update billing: https://naira-bank.ng/secure/login?id=9097,0.9444517717047664,PHISH
"Meeting notes Hey Ngozi, are we still on for tomorrow at 6pm?",0.02601539131959456,OK
"GigaMail security alert Dear Chinedu, we detected unusual activity on your GigaMail account. Verify: https://giga-mail.com/secure/login?id=5705",0.9437367790966485,PHISH
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
"Project update Hey Fatima, are we still on for tomorrow at 6pm?",0.03701807427056819,OK
"Payment issue on Bank of Naira Dear Mary, we detected unusual activity on your Bank of Naira account. Verify: http://unimmu-edu-ng.verify-account.ng/639",0.9419325488368518,PHISH
"Meeting notes Hey Ngozi, are we still on for tomorrow at 6pm?",0.02601539131959456,OK
"Reminder Hey Fatima, are we still on for tomorrow at 6pm?",0.03772842604945261,OK
UniPortal security alert Your UniPortal payment failed. Update billing: https://azumi.io/secure/login?id=5325,0.9530276722747303,PHISH
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Payment issue on UniPortal Your UniPortal payment failed. Update billing: http://payfast-ng.verify-account.ng/511,0.9408835768112913,PHISH
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
UniPortal security alert Your UniPortal payment failed. Update billing: http://payfast-ng.verify-account.ng/511,0.9530276722747303,PHISH
Action Required: Bank of Naira Your Bank of Naira payment failed. Update billing: http://azumi-io.verify-account.ng/227,0.9421373116280297,PHISH
"Project update Hey Chinedu, are we still on for tomorrow at 6pm?",0.03814278941886421,OK
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
"GigaMail security alert Dear Ngozi, we detected unusual activity on your GigaMail account. Verify: https://giga-mail.com/secure/login?id=8885",0.9420074101898721,PHISH
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
"AzumiPay security alert Mary, important security notice for your AzumiPay — click http://naira-bank-ng.verify-account.ng/525 to resolve.",0.9478101575356244,PHISH
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
"Project update Hey Chinedu, are we still on for tomorrow at 6pm?",0.03814278941886421,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
Action Required: UniPortal Congratulations Aisha! You won a prize. Claim now: http://payfast-ng.verify-account.ng/940,0.9403034857508586,PHISH
"Payment issue on GigaMail John, important security notice for your GigaMail — click https://azumi.io/secure/login?id=2400 to resolve.",0.950036829956672,PHISH
"Action Required: PayFastNG Chinedu, important security notice for your PayFastNG — click http://payfast-ng.verify-account.ng/251 to resolve.",0.9458594431326088,PHISH
Action Required: PayFastNG Your PayFastNG payment failed. Update billing: http://naira-bank-ng.verify-account.ng/592,0.9450001421367222,PHISH
"Payment issue on PayFastNG Fatima, important security notice for your PayFastNG — click http://azumi-io.verify-account.ng/214 to resolve.",0.9461335348759664,PHISH
"Project update Hey Ngozi, are we still on for tomorrow at 6pm?",0.03635298912602593,OK
Action Required: AzumiPay Congratulations Chinedu! You won a prize. Claim now: https://payfast.ng/secure/login?id=1926,0.9435014530996932,PHISH
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
"Action Required: Bank of Naira Dear Chinedu, we detected unusual activity on your Bank of Naira account. Verify: http://naira-bank-ng.verify-account.ng/996",0.9414130524222494,PHISH
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
"Reminder Hey Chinedu, are we still on for tomorrow at 6pm?",0.03888999736697563,OK
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
"Lunch plan Hey John, are we still on for tomorrow at 6pm?",0.028593545876669235,OK
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
"AzumiPay security alert Mary, important security notice for your AzumiPay — click https://giga-mail.com/secure/login?id=1752 to resolve.",0.9478101575356244,PHISH
PayFastNG security alert Congratulations Ngozi! You won a prize. Claim now: https://giga-mail.com/secure/login?id=2738,0.9459138725822069,PHISH
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
"Action Required: AzumiPay Dear Emeka, we detected unusual activity on your AzumiPay account. Verify: https://unimmu.edu.ng/secure/login?id=4993",0.9402225117998663,PHISH
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
"Action Required: GigaMail Dear Ngozi, we detected unusual activity on your GigaMail account. Verify: https://giga-mail.com/secure/login?id=4123",0.9370368621647541,PHISH
Project update Lunch on campus? I'm free after 2pm.,0.027673783425105493,OK
"Reminder Hey Aisha, are we still on for tomorrow at 6pm?",0.03778880245333127,OK
"Action Required: PayFastNG Aisha, important security notice for your PayFastNG — click https://naira-bank.ng/secure/login?id=4381 to resolve.",0.9446258202622747,PHISH
Project update Can you review the attached doc and approve?,0.02649040188816317,OK
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Action Required: UniPortal Congratulations John! You won a prize. Claim now: https://naira-bank.ng/secure/login?id=2667,0.9401560192938924,PHISH
"Project update Hey Olu, are we still on for tomorrow at 6pm?",0.03579757666709367,OK
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
Action Required: PayFastNG Your PayFastNG payment failed. Update billing: http://naira-bank-ng.verify-account.ng/675,0.9450001421367222,PHISH
GigaMail security alert Your GigaMail payment failed. Update billing: https://unimmu.edu.ng/secure/login?id=1465,0.9539930506285627,PHISH
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
"Lunch plan Hey Mary, are we still on for tomorrow at 6pm?",0.027622765991407307,OK
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
"PayFastNG security alert Dear Emeka, we detected unusual activity on your PayFastNG account. Verify: https://unimmu.edu.ng/secure/login?id=4737",0.9406883748148763,PHISH
Project update Can you review the attached doc and approve?,0.02649040188816317,OK
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
Payment issue on UniPortal Congratulations Aisha! You won a prize. Claim now: http://azumi-io.verify-account.ng/964,0.9441667968464317,PHISH
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
"Reminder Hey Aisha, are we still on for tomorrow at 6pm?",0.03778880245333127,OK
"AzumiPay security alert Dear Emeka, we detected unusual activity on your AzumiPay account. Verify: https://unimmu.edu.ng/secure/login?id=5830",0.9450630011175017,PHISH
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
"UniPortal security alert Dear Chinedu, we detected unusual activity on your UniPortal account. Verify: https://giga-mail.com/secure/login?id=7245",0.9424572589913037,PHISH
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
Project update Lunch on campus? I'm free after 2pm.,0.027673783425105493,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
"Lunch plan Hey Mary, are we still on for tomorrow at 6pm?",0.027622765991407307,OK
Action Required: GigaMail Your GigaMail payment failed. Update billing: http://giga-mail-com.verify-account.ng/370,0.94838210547528,PHISH
"Project update Hey Emeka, are we still on for tomorrow at 6pm?",0.03858335632288166,OK
AzumiPay security alert Your AzumiPay payment failed. Update billing: https://azumi.io/secure/login?id=5614,0.956364167800972,PHISH
"GigaMail security alert Dear Mary, we detected unusual activity on your GigaMail account. Verify: https://giga-mail.com/secure/login?id=9847",0.943590941580261,PHISH
"Payment issue on UniPortal Fatima, important security notice for your UniPortal — click http://naira-bank-ng.verify-account.ng/194 to resolve.",0.9476507580902983,PHISH
"Payment issue on Bank of Naira Dear Ngozi, we detected unusual activity on your Bank of Naira account. Verify: http://naira-bank-ng.verify-account.ng/278",0.9407501677342992,PHISH
Bank of Naira security alert Congratulations Emeka! You won a prize. Claim now: http://naira-bank-ng.verify-account.ng/728,0.9559489834429522,PHISH
"Lunch plan Hey Aisha, are we still on for tomorrow at 6pm?",0.027759016855580097,OK
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
Payment issue on AzumiPay Your AzumiPay payment failed. Update billing: https://giga-mail.com/secure/login?id=2117,0.9444517717047664,PHISH
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
"Meeting notes Hey Aisha, are we still on for tomorrow at 6pm?",0.02658582841352085,OK
Project update Lunch on campus? I'm free after 2pm.,0.027673783425105493,OK
Payment issue on Bank of Naira Your Bank of Naira payment failed. Update billing: http://naira-bank-ng.verify-account.ng/980,0.9394027796530136,PHISH
Action Required: AzumiPay Congratulations Mary! You won a prize. Claim now: https://naira-bank.ng/secure/login?id=7056,0.9434689049858451,PHISH
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
"Reminder Hey John, are we still on for tomorrow at 6pm?",0.03889133797810382,OK
UniPortal security alert Congratulations Aisha! You won a prize. Claim now: https://payfast.ng/secure/login?id=5248,0.9470091200811758,PHISH
UniPortal security alert Congratulations Mary! You won a prize. Claim now: https://payfast.ng/secure/login?id=6012,0.9485435221907824,PHISH
"Project update Hey Chinedu, are we still on for tomorrow at 6pm?",0.03814278941886421,OK
Action Required: UniPortal Your UniPortal payment failed. Update billing: https://azumi.io/secure/login?id=5735,0.9472403946304631,PHISH
"GigaMail security alert John, important security notice for your GigaMail — click https://naira-bank.ng/secure/login?id=3572 to resolve.",0.9452701717806338,PHISH
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
"Reminder Hey Aisha, are we still on for tomorrow at 6pm?",0.03778880245333127,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Payment issue on Bank of Naira Your Bank of Naira payment failed. Update billing: http://unimmu-edu-ng.verify-account.ng/505,0.9394027796530136,PHISH
UniPortal security alert Your UniPortal payment failed. Update billing: http://giga-mail-com.verify-account.ng/112,0.9530276722747303,PHISH
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
"Lunch plan Hey Ngozi, are we still on for tomorrow at 6pm?",0.027179471756950135,OK
"AzumiPay security alert Emeka, important security notice for your AzumiPay — click https://naira-bank.ng/secure/login?id=7859 to resolve.",0.9477154425866646,PHISH
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
AzumiPay security alert Your AzumiPay payment failed. Update billing: https://giga-mail.com/secure/login?id=6720,0.956364167800972,PHISH
"Action Required: GigaMail Olu, important security notice for your GigaMail — click https://giga-mail.com/secure/login?id=8908 to resolve.",0.9472188668321034,PHISH
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
Project update Can you review the attached doc and approve?,0.02649040188816317,OK
"Reminder Hey John, are we still on for tomorrow at 6pm?",0.03889133797810382,OK
Project update Can you review the attached doc and approve?,0.02649040188816317,OK
Bank of Naira security alert Congratulations Mary! You won a prize. Claim now: https://unimmu.edu.ng/secure/login?id=3848,0.9561857993283884,PHISH
"Lunch plan Hey Mary, are we still on for tomorrow at 6pm?",0.027622765991407307,OK
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
"Lunch plan Hey Ngozi, are we still on for tomorrow at 6pm?",0.027179471756950135,OK
"Project update Hey Emeka, are we still on for tomorrow at 6pm?",0.03858335632288166,OK
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
Payment issue on AzumiPay Your AzumiPay payment failed. Update billing: https://azumi.io/secure/login?id=9454,0.9444517717047664,PHISH
"Payment issue on GigaMail Dear Mary, we detected unusual activity on your GigaMail account. Verify: https://unimmu.edu.ng/secure/login?id=5099",0.9392072040531196,PHISH
"Action Required: AzumiPay Mary, important security notice for your AzumiPay — click http://naira-bank-ng.verify-account.ng/219 to resolve.",0.9500057124524266,PHISH
"Action Required: Bank of Naira Olu, important security notice for your Bank of Naira — click https://unimmu.edu.ng/secure/login?id=3286 to resolve.",0.9469290025231133,PHISH
"Payment issue on AzumiPay Mary, important security notice for your AzumiPay — click http://azumi-io.verify-account.ng/799 to resolve.",0.9526397601292663,PHISH
"Reminder Hey Mary, are we still on for tomorrow at 6pm?",0.03765693099074608,OK
Bank of Naira security alert Your Bank of Naira payment failed. Update billing: http://payfast-ng.verify-account.ng/421,0.9460919168947791,PHISH
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
UniPortal security alert Congratulations Chinedu! You won a prize. Claim now: http://azumi-io.verify-account.ng/517,0.9485422801162494,PHISH
GigaMail security alert Congratulations Mary! You won a prize. Claim now: http://payfast-ng.verify-account.ng/840,0.9494883026743285,PHISH
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
"Project update Hey Ngozi, are we still on for tomorrow at 6pm?",0.03635298912602593,OK
"Action Required: GigaMail Emeka, important security notice for your GigaMail — click https://unimmu.edu.ng/secure/login?id=6346 to resolve.",0.9483112249957313,PHISH
Payment issue on AzumiPay Your AzumiPay payment failed. Update billing: http://giga-mail-com.verify-account.ng/960,0.9444517717047664,PHISH
Bank of Naira security alert Congratulations Olu! You won a prize. Claim now: https://naira-bank.ng/secure/login?id=1839,0.9550194177837407,PHISH
"Payment issue on AzumiPay Fatima, important security notice for your AzumiPay — click https://unimmu.edu.ng/secure/login?id=9714 to resolve.",0.950352918915129,PHISH
"Payment issue on PayFastNG Olu, important security notice for your PayFastNG — click http://azumi-io.verify-account.ng/650 to resolve.",0.9473126292057003,PHISH
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
"Meeting notes Hey Mary, are we still on for tomorrow at 6pm?",0.026434888622475807,OK
Project update Lunch on campus? I'm free after 2pm.,0.027673783425105493,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
"AzumiPay security alert Dear Olu, we detected unusual activity on your AzumiPay account. Verify: https://naira-bank.ng/secure/login?id=1788",0.943892884551147,PHISH
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
"Project update Hey Emeka, are we still on for tomorrow at 6pm?",0.03858335632288166,OK
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
"Lunch plan Hey Mary, are we still on for tomorrow at 6pm?",0.027622765991407307,OK
"Action Required: PayFastNG Emeka, important security notice for your PayFastNG — click http://payfast-ng.verify-account.ng/703 to resolve.",0.9456292774750121,PHISH
"Action Required: AzumiPay Dear John, we detected unusual activity on your AzumiPay account. Verify: https://giga-mail.com/secure/login?id=7523",0.9391395726130415,PHISH
Project update Can you review the attached doc and approve?,0.02649040188816317,OK
"Reminder Hey Olu, are we still on for tomorrow at 6pm?",0.03640282318786466,OK
Action Required: GigaMail Your GigaMail payment failed. Update billing: http://unimmu-edu-ng.verify-account.ng/869,0.94838210547528,PHISH
"Project update Hey Ngozi, are we still on for tomorrow at 6pm?",0.03635298912602593,OK
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
Payment issue on GigaMail Congratulations Chinedu! You won a prize. Claim now: http://azumi-io.verify-account.ng/943,0.9467398358960296,PHISH
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
"Payment issue on Bank of Naira Dear Emeka, we detected unusual activity on your Bank of Naira account. Verify: https://giga-mail.com/secure/login?id=8180",0.9420010652529897,PHISH
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
"Lunch plan Hey Mary, are we still on for tomorrow at 6pm?",0.027622765991407307,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
Payment issue on GigaMail Congratulations Ngozi! You won a prize. Claim now: http://giga-mail-com.verify-account.ng/863,0.9446593714978718,PHISH
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
Project update Lunch on campus? I'm free after 2pm.,0.027673783425105493,OK
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
"Payment issue on UniPortal Dear Ngozi, we detected unusual activity on your UniPortal account. Verify: https://azumi.io/secure/login?id=8549",0.9361259455054134,PHISH
"Payment issue on GigaMail Dear Aisha, we detected unusual activity on your GigaMail account. Verify: http://payfast-ng.verify-account.ng/664",0.9380702696872302,PHISH
Bank of Naira security alert Your Bank of Naira payment failed. Update billing: https://naira-bank.ng/secure/login?id=2269,0.9460919168947791,PHISH
GigaMail security alert Your GigaMail payment failed. Update billing: http://unimmu-edu-ng.verify-account.ng/587,0.9539930506285627,PHISH
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Action Required: AzumiPay Your AzumiPay payment failed. Update billing: http://giga-mail-com.verify-account.ng/449,0.9508063700540682,PHISH
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
"AzumiPay security alert Mary, important security notice for your AzumiPay — click https://payfast.ng/secure/login?id=6501 to resolve.",0.9478101575356244,PHISH
Project update Lunch on campus? I'm free after 2pm.,0.027673783425105493,OK
"Reminder Hey Fatima, are we still on for tomorrow at 6pm?",0.03772842604945261,OK
Action Required: Bank of Naira Your Bank of Naira payment failed. Update billing: https://azumi.io/secure/login?id=4140,0.9421373116280297,PHISH
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
"UniPortal security alert Dear Olu, we detected unusual activity on your UniPortal account. Verify: http://naira-bank-ng.verify-account.ng/501",0.9409884979162165,PHISH
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
"Action Required: GigaMail John, important security notice for your GigaMail — click http://unimmu-edu-ng.verify-account.ng/517 to resolve.",0.9473360924160579,PHISH
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
"Action Required: AzumiPay Dear Ngozi, we detected unusual activity on your AzumiPay account. Verify: https://unimmu.edu.ng/secure/login?id=3084",0.9386261974498585,PHISH
Payment issue on PayFastNG Congratulations Olu! You won a prize. Claim now: https://giga-mail.com/secure/login?id=8466,0.9435581295315216,PHISH
Payment issue on GigaMail Congratulations Mary! You won a prize. Claim now: http://unimmu-edu-ng.verify-account.ng/601,0.9467208572120371,PHISH
"GigaMail security alert Dear Fatima, we detected unusual activity on your GigaMail account. Verify: https://unimmu.edu.ng/secure/login?id=3957",0.9410993823818574,PHISH
Action Required: Bank of Naira Your Bank of Naira payment failed. Update billing: http://giga-mail-com.verify-account.ng/908,0.9421373116280297,PHISH
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
Project update Lunch on campus? I'm free after 2pm.,0.027673783425105493,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
"Meeting notes Hey Olu, are we still on for tomorrow at 6pm?",0.02555165445086187,OK
"Project update Hey Chinedu, are we still on for tomorrow at 6pm?",0.03814278941886421,OK
"Meeting notes Hey Emeka, are we still on for tomorrow at 6pm?",0.027725160054051234,OK
GigaMail security alert Your GigaMail payment failed. Update billing: http://unimmu-edu-ng.verify-account.ng/856,0.9539930506285627,PHISH
"Project update Hey Emeka, are we still on for tomorrow at 6pm?",0.03858335632288166,OK
AzumiPay security alert Your AzumiPay payment failed. Update billing: https://giga-mail.com/secure/login?id=5216,0.956364167800972,PHISH
"Project update Hey Mary, are we still on for tomorrow at 6pm?",0.03698920448660677,OK
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
"AzumiPay security alert Emeka, important security notice for your AzumiPay — click https://azumi.io/secure/login?id=5022 to resolve.",0.9477154425866646,PHISH
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
"Action Required: UniPortal Dear Aisha, we detected unusual activity on your UniPortal account. Verify: https://naira-bank.ng/secure/login?id=1544",0.9360987024300601,PHISH
Payment issue on AzumiPay Congratulations Ngozi! You won a prize. Claim now: http://naira-bank-ng.verify-account.ng/569,0.9451177955329746,PHISH
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
Payment issue on Bank of Naira Congratulations Olu! You won a prize. Claim now: https://azumi.io/secure/login?id=9230,0.9529562097835417,PHISH
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
"Action Required: Bank of Naira Ngozi, important security notice for your Bank of Naira — click https://azumi.io/secure/login?id=3880 to resolve.",0.9467583186043319,PHISH
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
"Meeting notes Hey Olu, are we still on for tomorrow at 6pm?",0.02555165445086187,OK
"Action Required: AzumiPay John, important security notice for your AzumiPay — click https://payfast.ng/secure/login?id=9375 to resolve.",0.9489117522965155,PHISH
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
Action Required: UniPortal Congratulations Fatima! You won a prize. Claim now: https://payfast.ng/secure/login?id=6462,0.9382939204349038,PHISH
Project update Can you review the attached doc and approve?,0.02649040188816317,OK
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
AzumiPay security alert Congratulations Mary! You won a prize. Claim now: https://azumi.io/secure/login?id=3275,0.9499609640706757,PHISH
"Project update Hey Mary, are we still on for tomorrow at 6pm?",0.03698920448660677,OK
Lunch plan Can you review the attached doc and approve?,0.01847716579197332,OK
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
"Reminder Hey Ngozi, are we still on for tomorrow at 6pm?",0.03700216384852821,OK
"Reminder Hey Mary, are we still on for tomorrow at 6pm?",0.03765693099074608,OK
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
"Payment issue on UniPortal Dear Fatima, we detected unusual activity on your UniPortal account. Verify: https://giga-mail.com/secure/login?id=4631",0.9351871206745451,PHISH
Project update Lunch on campus? I'm free after 2pm.,0.027673783425105493,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Project update Can you review the attached doc and approve?,0.02649040188816317,OK
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
"Project update Hey Emeka, are we still on for tomorrow at 6pm?",0.03858335632288166,OK
Project update Lunch on campus? I'm free after 2pm.,0.027673783425105493,OK
PayFastNG security alert Your PayFastNG payment failed. Update billing: https://naira-bank.ng/secure/login?id=9308,0.9508598185325208,PHISH
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
Action Required: PayFastNG Congratulations Olu! You won a prize. Claim now: http://naira-bank-ng.verify-account.ng/288,0.9396535841707429,PHISH
Project update Meeting notes attached. See you in the seminar.,0.02126508024930377,OK
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
Payment issue on PayFastNG Congratulations Aisha! You won a prize. Claim now: http://payfast-ng.verify-account.ng/359,0.9435929934173531,PHISH
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
Payment issue on PayFastNG Congratulations Olu! You won a prize. Claim now: https://naira-bank.ng/secure/login?id=7339,0.9435581295315216,PHISH
Project update Can you review the attached doc and approve?,0.02649040188816317,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
Reminder Meeting notes attached. See you in the seminar.,0.020390907454596898,OK
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
"AzumiPay security alert Fatima, important security notice for your AzumiPay — click http://giga-mail-com.verify-account.ng/726 to resolve.",0.9454602234802626,PHISH
Reminder Lunch on campus? I'm free after 2pm.,0.026518899006132256,OK
"Lunch plan Hey Olu, are we still on for tomorrow at 6pm?",0.02671738957860573,OK
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
"Lunch plan Hey John, are we still on for tomorrow at 6pm?",0.028593545876669235,OK
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Bank of Naira security alert Your Bank of Naira payment failed. Update billing: https://naira-bank.ng/secure/login?id=9955,0.9460919168947791,PHISH
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Meeting notes Can you review the attached doc and approve?,0.01708811165668259,OK
Reminder Can you review the attached doc and approve?,0.0259775791496697,OK
UniPortal security alert Congratulations Olu! You won a prize. Claim now: http://giga-mail-com.verify-account.ng/408,0.9470081659501212,PHISH
Meeting notes Meeting notes attached. See you in the seminar.,0.023000206335312984,OK
Payment issue on UniPortal Your UniPortal payment failed. Update billing: https://azumi.io/secure/login?id=2296,0.9408835768112913,PHISH
Meeting notes Lunch on campus? I'm free after 2pm.,0.016624748564437172,OK
"UniPortal security alert Dear John, we detected unusual activity on your UniPortal account. Verify: https://payfast.ng/secure/login?id=4367",0.941169326039995,PHISH
Lunch plan Lunch on campus? I'm free after 2pm.,0.02515641101832308,OK
"Meeting notes Hey Fatima, are we still on for tomorrow at 6pm?",0.026603085352872258,OK
Lunch plan Meeting notes attached. See you in the seminar.,0.014476694113625049,OK
